"female_id","male_id","cycle_id","consort","Class","female_hybridscore","male_hybridscore","female_gendiv","male_gendiv","gen_distance","female_age","male_rank","female_rank","males_present","females_present","male_rank_transform","gen_distance_transform","rank_interact","assort_index","female_age_transform"
"ACA","LUI",5165,0,"1",0.077666667,0.465666667,0.7857,0.9286,-0.1449,9.754962355,3,3,6,10,0.100575136,0.97900399,9,0.492833444,-0.091940534
"ACA","ZIB",5165,0,"1",0.077666667,0.635,0.7857,0.7692,-0.0826,9.754962355,4,3,6,10,0.055785003,0.99317724,12,0.336651667,-0.091940534
"ACA","LUI",26965,0,"1",0.077666667,0.465666667,0.7857,0.9286,-0.1449,9.976728268,4,3,4,10,0.0370029,0.97900399,12,0.492833444,-0.082585283
"ASH","MLO",5376,1,"0",0.035333333,0.066666667,0.7143,0.7857,0.0545,5.77412731,4,3,7,13,0.066666305,0.99702975,12,0.900355556,-0.345229498
"ASH","AMA",5376,0,"0",0.035333333,0.339666667,0.7143,0.9286,0.0385,5.77412731,5,3,7,13,0.040137042,0.99851775,15,0.637001555,-0.345229498
"ASH","TUZ",5376,0,"0",0.035333333,0.311,0.7143,0.7143,0.1752,5.77412731,6,3,7,13,0.024164863,0.96930496,18,0.664655334,-0.345229498
"ASH","VEG",5376,0,"0",0.035333333,0.241333333,0.7143,0.7857,-0.0839,5.77412731,2,3,7,13,0.183919773,0.99296079,6,0.731860445,-0.345229498
"ASH","TUZ",5380,0,"0",0.035333333,0.311,0.7143,0.7143,0.1752,5.872689938,6,3,7,13,0.024164863,0.96930496,18,0.664655334,-0.337005963
"ASH","EDW",5384,0,"0",0.035333333,0.514666667,0.7143,1,0.0392,5.987679671,2,3,9,13,0.172793277,0.99846336,6,0.468184889,-0.327537128
"ASH","MOR",5384,0,"0",0.035333333,0.059333333,0.7143,0.8571,0.2392,5.987679671,9,3,9,13,0.015615999,0.94278336,27,0.907429778,-0.327537128
"ASH","VEG",5384,0,"0",0.035333333,0.241333333,0.7143,0.7857,-0.0839,5.987679671,1,3,9,13,0.243592305,0.99296079,3,0.731860445,-0.327537128
"ASH","MLO",5388,0,"0",0.035333333,0.066666667,0.7143,0.7857,0.0545,6.072553046,4,3,8,13,0.077589329,0.99702975,12,0.900355556,-0.320634771
"ASH","AMA",5392,0,"1",0.035333333,0.339666667,0.7143,0.9286,0.0385,6.162902122,6,3,8,13,0.033136318,0.99851775,18,0.637001555,-0.313367873
"ASH","EDW",5396,0,"0",0.035333333,0.514666667,0.7143,1,0.0392,7.348391513,6,4,6,16,0.017162128,0.99846336,24,0.468184889,-0.225734161
"ASH","POW",5400,1,"0",0.035333333,0.029333333,0.7143,0.7143,-0.1697,7.509924709,3,4,8,16,0.118727376,0.97120191,12,0.936369778,-0.214903456
"ASH","ORB",5400,0,"0",0.035333333,0.214,0.7143,0.8571,0.0075,7.509924709,2,4,8,16,0.181676912,0.99994375,8,0.758228,-0.214903456
"ASH","POW",5404,1,"1",0.035333333,0.029333333,0.7143,0.7143,-0.1697,7.635865845,1,3,2,7,0.366553169,0.97120191,3,0.936369778,-0.206643896
"ASH","EDW",5404,0,"1",0.035333333,0.514666667,0.7143,1,0.0392,7.635865845,2,3,2,7,0.146458715,0.99846336,6,0.468184889,-0.206643896
"CAB","APO",5689,0,"0",0.032333333,0.515333333,0.7857,1,0.0626,7.088295688,8,7,11,21,0.042709354,0.99608124,56,0.468995778,-0.243732941
"CAB","FIG",5689,0,"0",0.032333333,0.386666667,0.7857,1,-0.1477,7.088295688,3,7,11,21,0.104733387,0.97818471,21,0.593502222,-0.243732941
"CAB","OBR",5689,0,"0",0.032333333,0.208666667,0.7857,0.7857,0.1056,7.088295688,4,7,11,21,0.087533182,0.98884864,28,0.765746889,-0.243732941
"CAB","GAS",5693,0,"0",0.032333333,0.115,0.7857,0.7857,0.1941,7.37303217,13,7,14,20,0.012605932,0.96232519,91,0.856385,-0.224064809
"CAB","OBR",5693,0,"0",0.032333333,0.208666667,0.7857,0.7857,0.1056,7.37303217,5,7,14,20,0.014258704,0.98884864,35,0.765746889,-0.224064809
"CAB","NYU",5711,0,"1",0.032333333,0.048666667,0.7857,0.7857,-0.0181,7.868583162,14,7,16,20,0.012413288,0.99967239,98,0.920573556,-0.191807512
"CAB","TAL",5711,0,"1",0.032333333,0.601,0.7857,0.7143,-0.1633,7.868583162,10,7,16,20,0.013201989,0.97333311,70,0.386099,-0.191807512
"CAI","ORN",5763,0,"0",0.115333333,0.566333333,0.9286,0.8571,0.0776,6.85284052,8,7,12,22,0.044684479,0.99397824,56,0.383650445,-0.260621881
"CAI","DEP",5767,0,"0",0.115333333,0.311,0.9286,0.9286,0.0191,6.970568104,2,9,11,22,0.125313419,0.99963519,18,0.609535334,-0.252106698
"CAI","NUM",5767,0,"0",0.115333333,0.136,0.9286,0.7857,0.0154,6.970568104,12,9,11,22,0.020838827,0.99976284,108,0.764352,-0.252106698
"CAI","GAS",5772,0,"0",0.115333333,0.115,0.9286,0.7857,-0.0274,7.071868583,11,9,13,22,0.013000236,0.99924924,99,0.78293,-0.244892882
"CAI","OBR",5772,0,"0",0.115333333,0.208666667,0.9286,0.7857,0.0716,7.071868583,13,9,13,22,0.012605932,0.99487344,117,0.700066222,-0.244892882
"CAI","EBA",5781,0,"0",0.115333333,0.087333333,0.9286,0.9286,7e-04,8.684462697,2,8,11,21,0.125313419,0.99999951,16,0.807405778,-0.144157841
"CAI","LIB",5781,0,"0",0.115333333,0.044333333,0.9286,0.7857,-0.0492,8.684462697,11,8,11,21,0.024933641,0.99757936,88,0.845446445,-0.144157841
"CAI","LIB",5786,0,"0",0.115333333,0.044333333,0.9286,0.7857,-0.0492,8.796714579,11,8,11,21,0.024933641,0.99757936,88,0.845446445,-0.138133567
"CAI","OBR",5786,0,"0",0.115333333,0.208666667,0.9286,0.7857,0.0716,8.796714579,7,8,11,21,0.051101709,0.99487344,56,0.700066222,-0.138133567
"CAI","REX",5786,0,"0",0.115333333,0.39,0.9286,0.8571,0.1623,8.796714579,2,8,11,21,0.125313419,0.97365871,16,0.539646667,-0.138133567
"CAI","ARS",5791,0,"0",0.115333333,0.136333333,0.9286,0.9286,0.0236,8.914442163,11,8,14,20,0.013000236,0.99944304,88,0.764057112,-0.131953564
"CAI","GAS",5791,0,"0",0.115333333,0.115,0.9286,0.7857,-0.0274,8.914442163,13,8,14,20,0.012605932,0.99924924,104,0.78293,-0.131953564
"CAI","NYU",5791,0,"0",0.115333333,0.048666667,0.9286,0.7857,0.1375,8.914442163,15,8,14,20,0.012223588,0.98109375,120,0.841612889,-0.131953564
"CAI","ORN",5796,0,"0",0.115333333,0.566333333,0.9286,0.8571,0.0776,9.021218344,11,6,13,20,0.013000236,0.99397824,66,0.383650445,-0.126470749
"CAI","ARS",5801,0,"0",0.115333333,0.136333333,0.9286,0.9286,0.0236,9.169062286,9,5,14,20,0.013406873,0.99944304,45,0.764057112,-0.11907122
"CAI","APO",5806,0,"0",0.115333333,0.515333333,0.9286,1,-0.243,9.281314168,10,5,14,20,0.013201989,0.940951,50,0.428768445,-0.11360202
"CAI","APO",5811,0,"0",0.115333333,0.515333333,0.9286,1,-0.243,9.385352498,8,5,16,20,0.013614937,0.940951,40,0.428768445,-0.108647814
"CAI","NIN",5811,0,"0",0.115333333,0.044333333,0.9286,0.5714,0.1645,9.385352498,9,5,16,20,0.013406873,0.97293975,45,0.845446445,-0.108647814
"CHE","DOW",5949,0,"0",0.043333333,0.138,0.7143,0.9286,-0.0271,14.31348392,7,5,10,15,0.041940494,0.99926559,35,0.824646667,-0.000501389
"CHE","EDW",5949,0,"0",0.043333333,0.514666667,0.7143,1,-0.1102,14.31348392,5,5,10,15,0.070742873,0.98785596,25,0.464302222,-0.000501389
"CHE","PLA",5958,0,"1",0.043333333,0.037666667,0.7143,0.7857,0.059,14.58179329,1,5,8,15,0.278002443,0.996519,5,0.920632222,-0.001726956
"CHE","GAS",5962,0,"0",0.043333333,0.115,0.7143,0.7857,0.0645,16.27378508,2,6,9,14,0.172793277,0.99583975,12,0.84665,-0.026378054
"CHE","YOY",5967,0,"0",0.043333333,0.413333333,0.7143,0.9286,0.0335,16.40793977,3,7,9,14,0.122571673,0.99887775,21,0.561244445,-0.02958252
"CHE","APH",5971,0,"1",0.043333333,0.173666667,0.7143,0.7857,0.0492,16.51471595,6,7,10,15,0.054470093,0.99757936,42,0.790525556,-0.032264267
"CHE","ICA",5971,0,"1",0.043333333,0.650666667,0.7143,1,-0.2595,16.51471595,11,7,10,15,0.014741281,0.93265975,77,0.334195555,-0.032264267
"CHE","NYU",5971,0,"1",0.043333333,0.048666667,0.7143,0.7857,-0.0093,16.51471595,4,7,10,15,0.091877099,0.99991351,28,0.910108889,-0.032264267
"CHE","REX",5975,0,"0",0.043333333,0.39,0.7143,0.8571,0.1884,18.29979466,3,6,10,19,0.119325112,0.96450544,18,0.583566667,-0.094327725
"CHE","KHA",5979,0,"0",0.043333333,0.079666667,0.7143,0.8571,-0.1615,18.48049281,6,6,10,19,0.054470093,0.97391775,36,0.880452222,-0.10242253
"CHE","HIB",5984,0,"1",0.043333333,0.064,0.7143,0.8571,0.3057,18.62286105,7,6,9,20,0.03103439,0.90654751,42,0.89544,-0.10903492
"CHE","BLU",5988,0,"0",0.043333333,0.038,0.7143,0.6429,0.1397,19.83025325,10,8,11,20,0.029833083,0.98048391,80,0.920313334,-0.173427821
"CHE","GAS",5988,0,"0",0.043333333,0.115,0.7143,0.7857,0.0645,19.83025325,12,8,11,20,0.020838827,0.99583975,96,0.84665,-0.173427821
"CHE","SUJ",5992,0,"0",0.043333333,0.627333333,0.7143,0.9286,0.1077,19.93155373,5,8,10,21,0.070742873,0.98840071,40,0.356517778,-0.179506784
"CHE","GAS",6006,0,"0",0.043333333,0.115,0.7143,0.7857,0.0645,20.23819302,8,8,10,22,0.032293042,0.99583975,64,0.84665,-0.198546184
"CHE","NUM",6006,0,"0",0.043333333,0.136,0.7143,0.7857,0.1877,20.23819302,9,8,10,22,0.024864766,0.96476871,72,0.82656,-0.198546184
"CHE","ORN",6006,0,"0",0.043333333,0.566333333,0.7143,0.8571,0.1148,20.23819302,4,8,10,22,0.091877099,0.98682096,32,0.414874445,-0.198546184
"CHE","BLU",6010,0,"0",0.043333333,0.038,0.7143,0.6429,0.1397,20.35318275,9,8,11,22,0.035695262,0.98048391,72,0.920313334,-0.205933322
"CHE","NAF",6014,0,"1",0.043333333,0.056666667,0.7143,0.7143,-0.0836,20.45448323,6,8,12,22,0.054294678,0.99301104,48,0.902455556,-0.212552825
"CHE","APO",6018,0,"0",0.043333333,0.515333333,0.7143,1,-0.0462,21.48391513,9,8,11,23,0.035695262,0.99786556,72,0.463664445,-0.285760131
"CHE","GAS",6018,0,"0",0.043333333,0.115,0.7143,0.7857,0.0645,21.48391513,11,8,11,23,0.024933641,0.99583975,88,0.84665,-0.285760131
"CHE","BLU",6023,0,"0",0.043333333,0.038,0.7143,0.6429,0.1397,21.55509925,10,8,11,23,0.029833083,0.98048391,80,0.920313334,-0.291222065
"CHE","GAS",6027,0,"0",0.043333333,0.115,0.7143,0.7857,0.0645,21.62080767,10,8,9,23,0.011077278,0.99583975,80,0.84665,-0.296309743
"CHE","APO",6030,0,"0",0.043333333,0.515333333,0.7143,1,-0.0462,21.79329227,7,8,9,23,0.03103439,0.99786556,56,0.463664445,-0.309874512
"CHE","BLU",6030,0,"0",0.043333333,0.038,0.7143,0.6429,0.1397,21.79329227,8,8,9,23,0.022014382,0.98048391,64,0.920313334,-0.309874512
"CHE","REX",6030,0,"0",0.043333333,0.39,0.7143,0.8571,0.1884,21.79329227,1,8,9,23,0.243592305,0.96450544,8,0.583566667,-0.309874512
"COB","EXO",6057,0,"0",0.244,0.107,0.8571,0.7857,0.2232,7.600273785,7,10,9,21,0.03103439,0.95018176,70,0.675108,-0.208961712
"COB","NYU",6062,0,"0",0.244,0.048666667,0.8571,0.7857,0.2561,7.761806982,3,10,11,21,0.104733387,0.93441279,30,0.719208,-0.198546184
"COB","REX",6062,0,"0",0.244,0.39,0.8571,0.8571,0.3863,7.761806982,1,10,11,21,0.149937411,0.85077231,10,0.46116,-0.198546184
"COB","BLU",6067,0,"0",0.244,0.038,0.8571,0.6429,0.2196,7.912388775,10,9,12,21,0.036775292,0.95177584,90,0.727272,-0.189076584
"COB","DEP",6067,0,"0",0.244,0.311,0.8571,0.9286,0.2023,7.912388775,2,9,12,21,0.080160126,0.95907471,18,0.520884,-0.189076584
"COB","ICA",6067,0,"0",0.244,0.650666667,0.8571,1,0.0963,7.912388775,13,9,12,21,0.027457139,0.99072631,117,0.264096,-0.189076584
"COB","REX",6076,0,"0",0.244,0.39,0.8571,0.8571,0.3863,9.883641342,1,11,9,23,0.243592305,0.85077231,11,0.46116,-0.086451064
"COB","TAL",6076,0,"0",0.244,0.601,0.8571,0.7143,-0.1049,9.883641342,5,11,9,23,0.061676066,0.98899599,55,0.301644,-0.086451064
"COB","APO",6081,0,"1",0.244,0.515333333,0.8571,1,-0.059,10.02600958,7,11,11,23,0.051101709,0.996519,77,0.366408,-0.080574489
"COB","NIN",6085,0,"0",0.244,0.044333333,0.8571,0.5714,0.2239,11.35660507,9,7,16,22,0.013406873,0.94986879,63,0.722484,-0.035650698
"COB","TAL",6085,0,"0",0.244,0.601,0.8571,0.7143,-0.1049,11.35660507,11,7,16,22,0.013000236,0.98899599,77,0.301644,-0.035650698
"COB","APO",6089,0,"0",0.244,0.515333333,0.8571,1,-0.059,11.51266256,11,7,11,23,0.024933641,0.996519,77,0.366408,-0.031565549
"COB","OBR",6089,0,"0",0.244,0.208666667,0.8571,0.7857,0.2351,11.51266256,9,7,11,23,0.035695262,0.94472799,63,0.598248,-0.031565549
"COB","REX",6089,0,"0",0.244,0.39,0.8571,0.8571,0.3863,11.51266256,7,7,11,23,0.051101709,0.85077231,49,0.46116,-0.031565549
"COB","OBR",26853,0,"1",0.244,0.208666667,0.8571,0.7857,0.2351,11.63586585,8,8,11,23,0.042709354,0.94472799,64,0.598248,-0.028515971
"DOT","KUS",6638,0,"0",0.055,0.038,0.9286,0.8571,0.1097,7.230663929,4,4,3,18,0.029556706,0.98796591,16,0.90909,-0.233795463
"DOT","KOJ",6648,1,"0",0.055,0.061,0.9286,0.5714,0.1647,7.419575633,1,4,5,18,0.34308049,0.97287391,4,0.887355,-0.220928494
"DOT","KUS",6662,0,"0",0.055,0.038,0.9286,0.8571,0.1097,9.199178645,6,4,8,19,0.033136318,0.98796591,24,0.90909,-0.117591253
"DOT","KOJ",6677,0,"1",0.055,0.061,0.9286,0.5714,0.1647,9.557837098,3,4,11,19,0.104733387,0.97287391,12,0.887355,-0.100677608
"DOT","GIZ",6705,1,"0",0.055,1,0.9286,0.5714,-0.1702,13.56057495,5,5,13,20,0.014258704,0.97103196,25,0.055,-0.000985175
"DOT","KUS",6715,0,"0",0.055,0.038,0.9286,0.8571,0.1097,13.74401095,12,4,13,19,0.012801566,0.98796591,48,0.90909,-0.000334339
"DOT","MLI",6720,1,"1",0.055,0.102,0.9286,0.9286,0.1109,13.84531143,7,4,14,18,0.01382623,0.98770119,28,0.84861,-0.000122084
"DOT","GOL",6724,0,"0",0.055,0.066333333,0.9286,0.7857,0.0042,15.45242984,1,5,10,24,0.201270908,0.99998236,5,0.882315,-0.010763023
"DOT","PIS",6759,0,"0",0.055,1,0.9286,0.7692,-0.2668,23.57837098,1,2,5,14,0.34308049,0.92881776,2,0.055,-0.468087707
"DOT","PIS",6763,0,"0",0.055,1,0.9286,0.7692,-0.2668,23.69609856,1,2,5,14,0.34308049,0.92881776,2,0.055,-0.479664935
"DOT","VEG",6767,1,"0",0.055,0.241333333,0.9286,0.7857,-0.011,23.84120465,3,2,6,14,0.100575136,0.999879,6,0.71694,-0.494129127
"DOT","TUZ",6767,0,"0",0.055,0.311,0.9286,0.7143,-0.1087,23.84120465,5,2,6,14,0.030941709,0.98818431,10,0.651105,-0.494129127
"DOT","AMA",6771,0,"0",0.055,0.339666667,0.9286,0.9286,0.1355,23.92334018,6,2,6,14,0.017162128,0.98163975,12,0.624015,-0.502411634
"DOT","VEG",6779,1,"0",0.055,0.241333333,0.9286,0.7857,-0.011,24.11498973,3,2,6,13,0.100575136,0.999879,6,0.71694,-0.52200519
"DOT","MLO",6783,0,"0",0.055,0.066666667,0.9286,0.7857,0.2469,24.21081451,4,2,6,13,0.055785003,0.93904039,8,0.882,-0.531942515
"DOT","AMA",6787,1,"0",0.055,0.339666667,0.9286,0.9286,0.1355,24.31211499,5,2,7,13,0.040137042,0.98163975,10,0.624015,-0.542549569
"DOT","PIS",6791,0,"0",0.055,1,0.9286,0.7692,-0.2668,24.38877481,3,2,7,13,0.110730536,0.92881776,6,0.055,-0.550646133
"DOT","EDW",6803,0,"0",0.055,0.514666667,0.9286,1,0.0848,24.64887064,2,2,8,13,0.181676912,0.99280896,4,0.45864,-0.5785635
"DOT","PIS",6803,0,"0",0.055,1,0.9286,0.7692,-0.2668,24.64887064,3,2,8,13,0.118727376,0.92881776,6,0.055,-0.5785635
"DOT","AMA",6807,0,"0",0.055,0.339666667,0.9286,0.9286,0.1355,24.74469541,6,2,8,13,0.033136318,0.98163975,12,0.624015,-0.589022854
"DOT","ORB",6807,0,"0",0.055,0.214,0.9286,0.8571,-0.0567,24.74469541,1,2,8,13,0.278002443,0.99678511,2,0.74277,-0.589022854
"DOT","AMA",6812,0,"0",0.055,0.339666667,0.9286,0.9286,0.1355,24.82956879,6,2,8,13,0.033136318,0.98163975,12,0.624015,-0.598365103
"DOT","ORB",6812,0,"0",0.055,0.214,0.9286,0.8571,-0.0567,24.82956879,1,2,8,13,0.278002443,0.99678511,2,0.74277,-0.598365103
"DOT","EDW",6816,0,"0",0.055,0.514666667,0.9286,1,0.0848,24.93086927,5,2,8,14,0.050705273,0.99280896,10,0.45864,-0.60961175
"DOT","MLO",6816,0,"0",0.055,0.066666667,0.9286,0.7857,0.2469,24.93086927,4,2,8,14,0.077589329,0.93904039,8,0.882,-0.60961175
"DOT","ORB",6816,0,"0",0.055,0.214,0.9286,0.8571,-0.0567,24.93086927,1,2,8,14,0.278002443,0.99678511,2,0.74277,-0.60961175
"DOT","TUZ",6824,0,"0",0.055,0.311,0.9286,0.7143,-0.1087,25.09787817,6,2,7,14,0.024164863,0.98818431,12,0.651105,-0.628382142
"DOT","VEG",6824,0,"0",0.055,0.241333333,0.9286,0.7857,-0.011,25.09787817,3,2,7,14,0.110730536,0.999879,6,0.71694,-0.628382142
"DOT","TUZ",6828,1,"0",0.055,0.311,0.9286,0.7143,-0.1087,25.17180014,6,2,7,14,0.024164863,0.98818431,12,0.651105,-0.636781216
"DOT","MLO",6828,0,"0",0.055,0.066666667,0.9286,0.7857,0.2469,25.17180014,5,2,7,14,0.040137042,0.93904039,10,0.882,-0.636781216
"DOT","PIS",6828,0,"0",0.055,1,0.9286,0.7692,-0.2668,25.17180014,2,2,7,14,0.183919773,0.92881776,4,0.055,-0.636781216
"DOT","DOW",6832,0,"0",0.055,0.138,0.9286,0.9286,0.1202,25.29226557,7,2,7,14,0.014548671,0.98555196,14,0.81459,-0.65058807
"DOT","EDW",6832,0,"0",0.055,0.514666667,0.9286,1,0.0848,25.29226557,4,2,7,14,0.066666305,0.99280896,8,0.45864,-0.65058807
"DOT","TUZ",6832,0,"0",0.055,0.311,0.9286,0.7143,-0.1087,25.29226557,6,2,7,14,0.024164863,0.98818431,12,0.651105,-0.65058807
"DOT","VEG",6844,0,"0",0.055,0.241333333,0.9286,0.7857,-0.011,25.5578371,4,2,7,14,0.066666305,0.999879,8,0.71694,-0.681548972
"DOT","VEG",6848,0,"0",0.055,0.241333333,0.9286,0.7857,-0.011,25.66735113,4,2,7,14,0.066666305,0.999879,8,0.71694,-0.694525931
"DOV","AMA",6884,0,"0",0.585666667,0.339666667,0.9286,0.9286,0.0383,7.917864476,5,1,6,13,0.030941709,0.99853311,5,0.273598111,-0.188736595
"DOV","PIS",6888,1,"0",0.585666667,1,0.9286,0.7692,-0.199,8.019164956,3,1,7,13,0.110730536,0.960399,3,0.585666667,-0.182501979
"DOV","TUZ",6892,0,"0",0.585666667,0.311,0.9286,0.7143,-0.2277,8.13963039,6,1,7,13,0.024164863,0.94815271,6,0.285475666,-0.175224143
"DOV","PIS",6896,1,"0",0.585666667,1,0.9286,0.7692,-0.199,8.235455168,3,1,9,13,0.122571673,0.960399,3,0.585666667,-0.1695407
"DOV","VEG",6900,0,"1",0.585666667,0.241333333,0.9286,0.7857,-0.0445,8.317590691,1,1,8,13,0.278002443,0.99801975,1,0.314340889,-0.164743753
"DOV","PIS",6904,1,"0",0.585666667,1,0.9286,0.7692,-0.199,9.448323066,3,1,6,14,0.100575136,0.960399,3,0.585666667,-0.105702872
"DOV","EDW",6908,0,"0",0.585666667,0.514666667,0.9286,1,-0.0143,9.557837098,6,1,7,14,0.024164863,0.99979551,6,0.301423111,-0.100677608
"DOV","LOF",6920,1,"0",0.585666667,0.053,0.9286,0.7857,0.104,10.74606434,2,1,4,10,0.166967018,0.989184,2,0.392373666,-0.054020904
"DOV","LOF",6938,0,"0",0.585666667,0.053,0.9286,0.7857,0.104,11.1266256,3,1,6,10,0.100575136,0.989184,3,0.392373666,-0.04212388
"DRO","NOA",6968,1,"0",0.043666667,0.408,0.6429,0.7857,0.2146,7.331964408,1,4,10,14,0.201270908,0.95394684,4,0.566149333,-0.226850503
"DRO","SPY",6968,1,"0",0.043666667,0.091333333,0.6429,0.6429,-0.0063,7.331964408,5,4,10,14,0.070742873,0.99996031,20,0.868988222,-0.226850503
"DRO","ZEN",6968,0,"0",0.043666667,0.205333333,0.6429,0.7857,-0.1394,7.331964408,9,4,10,14,0.024864766,0.98056764,36,0.759966222,-0.226850503
"DRO","AMI",6972,1,"0",0.043666667,0.465,0.6429,0.7857,-0.0387,7.466119097,7,4,11,14,0.051101709,0.99850231,28,0.511638333,-0.217814284
"DRO","APH",6972,0,"0",0.043666667,0.173666667,0.6429,0.7857,4e-04,7.466119097,6,4,11,14,0.061143157,0.99999984,24,0.790250111,-0.217814284
"DRO","EDW",6972,0,"0",0.043666667,0.514666667,0.6429,1,-0.1118,7.466119097,2,4,11,14,0.125313419,0.98750076,8,0.464140444,-0.217814284
"DRO","GAS",6972,0,"0",0.043666667,0.115,0.6429,0.7857,0.0569,7.466119097,3,4,11,14,0.104733387,0.99676239,12,0.846355,-0.217814284
"DRO","PLA",6976,1,"0",0.043666667,0.037666667,0.6429,0.7857,0.1752,7.605749487,4,4,12,14,0.065971723,0.96930496,16,0.920311444,-0.208604284
"DRO","GOL",6976,0,"0",0.043666667,0.066333333,0.6429,0.7857,0.1317,7.605749487,10,4,12,14,0.036775292,0.98265511,40,0.892896556,-0.208604284
"DRO","PEP",6976,0,"0",0.043666667,0.546666667,0.6429,0.7857,0.1321,7.605749487,11,4,12,14,0.03336229,0.98254959,44,0.433537777,-0.208604284
"DRO","SPY",6976,0,"0",0.043666667,0.091333333,0.6429,0.6429,-0.0063,7.605749487,8,4,12,14,0.044684479,0.99996031,32,0.868988222,-0.208604284
"DRO","PEP",6980,0,"1",0.043666667,0.546666667,0.6429,0.7857,0.1321,7.726214921,10,4,10,15,0.019145196,0.98254959,40,0.433537777,-0.200818261
"DRO","EXO",6984,1,"0",0.043666667,0.107,0.6429,0.7857,-0.0377,9.552361396,1,3,8,16,0.278002443,0.99857871,3,0.854005666,-0.100925965
"DRO","APH",6984,0,"0",0.043666667,0.173666667,0.6429,0.7857,4e-04,9.552361396,4,3,8,16,0.077589329,0.99999984,12,0.790250111,-0.100925965
"DRO","NOA",6984,0,"0",0.043666667,0.408,0.6429,0.7857,0.2146,9.552361396,3,3,8,16,0.118727376,0.95394684,9,0.566149333,-0.100925965
"DRO","SPY",6984,0,"0",0.043666667,0.091333333,0.6429,0.6429,-0.0063,9.552361396,5,3,8,16,0.050705273,0.99996031,15,0.868988222,-0.100925965
"DRO","ICA",6993,1,"1",0.043666667,0.650666667,0.6429,1,0.1034,9.776865161,7,3,12,13,0.049255755,0.98930844,21,0.334079111,-0.090994224
"DRO","AMI",6993,1,"1",0.043666667,0.465,0.6429,0.7857,-0.0387,9.776865161,9,3,12,13,0.040537449,0.99850231,27,0.511638333,-0.090994224
"DRO","GAS",6993,0,"1",0.043666667,0.115,0.6429,0.7857,0.0569,9.776865161,2,3,12,13,0.080160126,0.99676239,6,0.846355,-0.090994224
